,Month,WeekOfMonth,DayOfWeek,Make,AccidentArea,DayOfWeekClaimed,MonthClaimed,WeekOfMonthClaimed,Sex,MaritalStatus,Age,Fault,PolicyType,VehicleCategory,VehiclePrice,FraudFound_P,PolicyNumber,RepNumber,Deductible,DriverRating,Days_Policy_Accident,Days_Policy_Claim,PastNumberOfClaims,AgeOfVehicle,AgeOfPolicyHolder,PoliceReportFiled,WitnessPresent,AgentType,NumberOfSuppliments,AddressChange_Claim,NumberOfCars,Year,BasePolicy,MonthClaimed_int,DayOfWeekClaimed_int
11636,Apr,4,Friday,Pontiac,Urban,Thursday,Jan,4,Male,Married,40,Policy Holder,Utility - All Perils,Utility,40000 to 59000,0,15193,12,400,1,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,1,4
11637,Oct,2,Monday,Ford,Rural,Thursday,Jan,4,Male,Single,24,Policy Holder,Utility - All Perils,Utility,more than 69000,0,15292,8,400,3,more than 30,more than 30,none,4 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,4
11638,Oct,3,Sunday,Toyota,Urban,Thursday,Jan,4,Male,Married,37,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,15305,12,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,4
11639,Jan,4,Thursday,Toyota,Urban,Thursday,Jan,4,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,15336,6,400,1,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,1,4
11640,Dec,1,Thursday,Pontiac,Urban,Thursday,Jan,4,Male,Married,32,Policy Holder,Sedan - Liability,Sport,less than 20000,0,15381,15,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,4
11641,Jan,4,Monday,Pontiac,Urban,Friday,Jan,4,Female,Married,35,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,11785,13,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,5
11642,Jan,4,Friday,Pontiac,Urban,Friday,Jan,4,Male,Single,23,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,11954,9,400,2,more than 30,more than 30,2 to 4,5 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,5
11643,Jan,1,Monday,Pontiac,Urban,Friday,Jan,4,Male,Married,41,Policy Holder,Sedan - Collision,Sedan,less than 20000,0,12467,14,400,1,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,5
11644,Jan,4,Thursday,Pontiac,Urban,Friday,Jan,4,Male,Married,29,Third Party,Sedan - All Perils,Sedan,less than 20000,0,13541,9,400,2,more than 30,more than 30,none,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,1,5
11645,Jan,2,Thursday,Honda,Urban,Friday,Jan,4,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13609,5,400,2,more than 30,more than 30,none,6 years,31 to 35,No,No,External,none,4 to 8 years,2 vehicles,1996,Collision,1,5
11646,Jan,2,Friday,Honda,Urban,Friday,Jan,4,Male,Single,39,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13776,14,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,5
11647,Jan,2,Friday,Chevrolet,Rural,Friday,Jan,4,Male,Single,31,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13777,15,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,4 to 8 years,3 to 4,1996,Liability,1,5
11648,Jan,1,Wednesday,Chevrolet,Urban,Friday,Jan,4,Male,Married,54,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13853,11,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,5
11649,Jan,4,Tuesday,Mazda,Urban,Friday,Jan,4,Male,Married,38,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,15167,1,400,1,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,5
11650,Jan,4,Thursday,Toyota,Urban,Friday,Jan,4,Male,Married,40,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,15211,13,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,1,5
11651,Dec,5,Wednesday,Pontiac,Urban,Friday,Jan,4,Male,Married,45,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,15356,14,400,2,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,5
11652,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married,42,Third Party,Sedan - All Perils,Sedan,more than 69000,0,11821,16,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,1
11653,Jan,5,Sunday,Chevrolet,Urban,Monday,Jan,5,Male,Married,47,Third Party,Sedan - Liability,Sport,30000 to 39000,0,12048,3,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,1
11654,Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Married,42,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12051,14,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,1
11655,Jan,5,Monday,Honda,Urban,Monday,Jan,5,Male,Married,43,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12139,4,500,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,none,2 to 3 years,2 vehicles,1996,Liability,1,1
11656,Jan,5,Monday,Pontiac,Urban,Monday,Jan,5,Male,Single,50,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12168,7,400,3,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Liability,1,1
11657,Jan,1,Tuesday,Mazda,Urban,Monday,Jan,5,Male,Single,24,Policy Holder,Sport - Collision,Sport,more than 69000,0,12178,3,400,4,more than 30,more than 30,1,4 years,26 to 30,No,No,External,none,no change,3 to 4,1996,Collision,1,1
11658,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Male,Married,36,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12616,16,400,4,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,1
11659,Jan,5,Friday,Honda,Urban,Monday,Jan,5,Male,Married,44,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12617,9,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11660,Jan,4,Tuesday,Pontiac,Urban,Monday,Jan,5,Male,Single,35,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12710,11,400,1,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11661,Jan,5,Monday,Mazda,Urban,Monday,Jan,5,Male,Single,30,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13531,9,400,2,more than 30,more than 30,2 to 4,5 years,31 to 35,No,No,External,more than 5,no change,3 to 4,1996,Collision,1,1
11662,Jan,5,Saturday,Chevrolet,Urban,Monday,Jan,5,Female,Married,48,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13538,9,400,4,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,1,1
11663,Jan,5,Sunday,Honda,Urban,Monday,Jan,5,Male,Single,0,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13753,4,400,2,more than 30,more than 30,2 to 4,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11664,Jan,4,Monday,Chevrolet,Urban,Monday,Jan,5,Female,Married,29,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13781,15,400,3,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,1
11665,Jan,5,Monday,Mazda,Urban,Monday,Jan,5,Male,Single,42,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,15210,12,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,1,1
11666,Jan,5,Saturday,Pontiac,Urban,Monday,Jan,5,Female,Single,47,Policy Holder,Sedan - Liability,Sport,less than 20000,0,15315,6,700,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,1,1
11667,Jan,4,Sunday,Ford,Urban,Tuesday,Jan,5,Male,Married,28,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11828,2,400,2,more than 30,more than 30,none,7 years,31 to 35,Yes,No,External,none,no change,1 vehicle,1996,Collision,1,2
11668,Jan,4,Friday,Pontiac,Urban,Tuesday,Jan,5,Female,Married,40,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12081,12,400,1,more than 30,more than 30,1,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,1,2
11669,Dec,5,Saturday,Chevrolet,Urban,Tuesday,Jan,5,Male,Married,48,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12786,16,400,3,more than 30,more than 30,more than 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,1,2
11670,Jan,3,Monday,Toyota,Urban,Tuesday,Jan,5,Male,Married,43,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13463,9,400,2,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,1,2
11671,Jan,4,Friday,Mazda,Urban,Tuesday,Jan,5,Male,Married,33,Third Party,Sedan - Liability,Sport,30000 to 39000,0,13506,1,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,1,2
11672,Jun,4,Tuesday,Toyota,Urban,Tuesday,Jan,5,Male,Married,56,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,15186,7,400,3,more than 30,more than 30,more than 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,2
11673,Dec,2,Friday,Honda,Rural,Wednesday,Jan,5,Male,Single,0,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,14803,5,400,1,more than 30,more than 30,none,new,16 to 17,No,No,External,none,no change,1 vehicle,1996,Collision,1,3
11674,Jan,3,Friday,Toyota,Urban,Friday,Jan,5,Female,Married,34,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11839,4,400,4,more than 30,more than 30,none,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,1,5
11675,Jan,2,Wednesday,Toyota,Urban,Friday,Jan,5,Female,Married,52,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12177,9,400,4,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,1,5
11676,Jan,2,Thursday,Pontiac,Urban,Friday,Jan,5,Female,Married,53,Policy Holder,Sedan - Collision,Sedan,30000 to 39000,0,12466,10,400,3,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,1,5
11677,Jan,5,Saturday,VW,Urban,Monday,Feb,1,Male,Married,78,Policy Holder,Sedan - All Perils,Sedan,40000 to 59000,0,11826,16,400,2,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,2,1
11678,Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,45,Policy Holder,Utility - All Perils,Utility,more than 69000,0,11916,4,400,4,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,2,1
11679,Jan,4,Thursday,Honda,Urban,Monday,Feb,1,Male,Married,59,Third Party,Sedan - Collision,Sedan,30000 to 39000,0,12141,11,400,3,more than 30,more than 30,2 to 4,more than 7,51 to 65,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2,1
11680,Jan,1,Sunday,Pontiac,Urban,Monday,Feb,1,Male,Married,38,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12144,10,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2,1
11681,Feb,1,Friday,Toyota,Rural,Monday,Feb,1,Male,Married,44,Third Party,Sedan - Liability,Sport,20000 to 29000,0,12319,10,400,3,more than 30,more than 30,2 to 4,7 years,36 to 40,Yes,No,External,none,no change,1 vehicle,1996,Liability,2,1
11682,Feb,1,Friday,Pontiac,Urban,Monday,Feb,1,Male,Married,35,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,12320,6,400,4,more than 30,more than 30,1,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,2,1
11683,Feb,1,Monday,Chevrolet,Urban,Monday,Feb,1,Male,Single,49,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,13601,13,400,1,more than 30,more than 30,2 to 4,7 years,41 to 50,No,No,External,none,no change,1 vehicle,1996,Liability,2,1
11684,Feb,1,Monday,Toyota,Rural,Monday,Feb,1,Male,Married,43,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13785,15,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,2,1
11685,Feb,1,Thursday,Chevrolet,Urban,Monday,Feb,1,Male,Married,37,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,14760,4,400,1,more than 30,more than 30,2 to 4,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2,1
11686,Feb,1,Saturday,Toyota,Urban,Monday,Feb,1,Male,Married,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15147,12,400,4,more than 30,more than 30,2 to 4,6 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,Collision,2,1
11687,Jan,5,Saturday,Mazda,Urban,Monday,Feb,1,Male,Single,34,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,15213,4,400,2,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,2,1
11688,Jan,3,Wednesday,VW,Urban,Tuesday,Feb,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12009,3,400,2,more than 30,more than 30,none,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,All Perils,2,2
11689,Feb,1,Tuesday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,46,Policy Holder,Sedan - All Perils,Sedan,30000 to 39000,0,12436,2,400,2,more than 30,more than 30,none,more than 7,41 to 50,Yes,Yes,External,none,no change,1 vehicle,1996,All Perils,2,2
11690,Feb,1,Tuesday,Mazda,Urban,Tuesday,Feb,1,Male,Single,24,Third Party,Sport - Collision,Sport,more than 69000,0,12963,9,400,2,more than 30,more than 30,none,6 years,26 to 30,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2,2
11691,Jan,4,Sunday,Mazda,Urban,Tuesday,Feb,1,Male,Single,37,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13591,4,400,1,more than 30,more than 30,none,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,2,2
11692,Jan,5,Friday,Toyota,Urban,Tuesday,Feb,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13702,10,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,2,2
11693,Jan,4,Thursday,Pontiac,Urban,Tuesday,Feb,1,Male,Single,26,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,13892,7,400,1,more than 30,more than 30,2 to 4,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,2,2
11694,Jan,2,Wednesday,Mazda,Urban,Tuesday,Feb,1,Male,Married,31,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13896,4,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,Collision,2,2
11695,Jan,3,Sunday,Pontiac,Urban,Wednesday,Feb,1,Female,Single,40,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,11375,2,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2,3
11696,Jan,4,Wednesday,Accura,Urban,Wednesday,Feb,1,Male,Married,47,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,11751,13,400,2,more than 30,more than 30,none,7 years,41 to 50,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2,3
11697,Jan,5,Sunday,Toyota,Urban,Wednesday,Feb,1,Male,Single,30,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,11820,13,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,2,3
11698,Jan,5,Monday,Chevrolet,Urban,Wednesday,Feb,1,Male,Married,62,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,11827,13,400,2,more than 30,more than 30,2 to 4,7 years,51 to 65,No,No,External,none,no change,1 vehicle,1996,Liability,2,3
11699,Jan,5,Friday,Accura,Urban,Wednesday,Feb,1,Male,Married,34,Policy Holder,Sedan - Liability,Sport,more than 69000,0,11992,16,400,1,more than 30,more than 30,more than 4,7 years,31 to 35,No,No,External,3 to 5,4 to 8 years,2 vehicles,1996,Liability,2,3
11700,Jan,4,Monday,Pontiac,Urban,Wednesday,Feb,1,Male,Married,38,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,12079,5,400,2,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,2,3
11701,Jan,4,Friday,Honda,Urban,Wednesday,Feb,1,Male,Married,28,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12082,7,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Liability,2,3
11702,Jan,5,Tuesday,Honda,Urban,Wednesday,Feb,1,Male,Married,43,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,12084,10,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2,3
11703,Jan,1,Friday,Toyota,Urban,Wednesday,Feb,1,Male,Single,45,Policy Holder,Sedan - Liability,Sport,30000 to 39000,0,12785,15,400,2,more than 30,more than 30,1,7 years,36 to 40,No,No,External,more than 5,no change,1 vehicle,1996,Liability,2,3
11704,Feb,1,Tuesday,Mazda,Urban,Wednesday,Feb,1,Male,Married,40,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13209,10,400,1,more than 30,more than 30,none,5 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Collision,2,3
11705,Jan,4,Wednesday,Honda,Urban,Wednesday,Feb,1,Male,Married,76,Third Party,Sport - Collision,Sport,more than 69000,0,13319,16,400,2,more than 30,more than 30,2 to 4,6 years,over 65,No,No,External,none,no change,1 vehicle,1996,Collision,2,3
11706,Jan,4,Thursday,Toyota,Urban,Wednesday,Feb,1,Male,Married,37,Third Party,Sedan - All Perils,Sedan,20000 to 29000,0,13540,11,400,2,more than 30,more than 30,none,7 years,36 to 40,No,No,External,3 to 5,no change,1 vehicle,1996,All Perils,2,3
11707,Jan,4,Wednesday,Toyota,Urban,Wednesday,Feb,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,13577,13,400,3,more than 30,more than 30,none,more than 7,41 to 50,No,No,External,3 to 5,no change,1 vehicle,1996,Collision,2,3
11708,Feb,1,Tuesday,Mazda,Urban,Wednesday,Feb,1,Male,Married,41,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,13668,10,400,3,more than 30,more than 30,2 to 4,more than 7,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,2,3
11709,Jan,4,Friday,VW,Urban,Wednesday,Feb,1,Male,Married,48,Policy Holder,Sedan - Collision,Sedan,more than 69000,0,13671,8,400,2,more than 30,more than 30,2 to 4,more than 7,41 to 50,No,No,External,none,no change,1 vehicle,1996,Collision,2,3
11710,Jan,5,Saturday,Chevrolet,Urban,Wednesday,Feb,1,Male,Married,34,Policy Holder,Sedan - All Perils,Sedan,more than 69000,0,13752,16,400,4,more than 30,more than 30,none,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,All Perils,2,3
11711,Jan,5,Sunday,Honda,Urban,Thursday,Feb,1,Male,Married,32,Third Party,Sedan - All Perils,Sedan,30000 to 39000,0,11441,4,400,2,more than 30,more than 30,1,7 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,2,4
11712,Jan,5,Friday,Mercury,Urban,Thursday,Feb,1,Male,Married,30,Policy Holder,Utility - All Perils,Utility,30000 to 39000,0,11842,8,400,1,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,none,no change,1 vehicle,1996,All Perils,2,4
11713,Feb,1,Tuesday,Honda,Rural,Thursday,Feb,1,Female,Single,35,Policy Holder,Sedan - Collision,Sedan,20000 to 29000,0,12050,6,400,4,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2,4
11714,Jan,5,Saturday,Toyota,Urban,Thursday,Feb,1,Male,Married,33,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12140,7,400,3,more than 30,more than 30,2 to 4,6 years,31 to 35,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2,4
11715,Feb,1,Thursday,Honda,Urban,Thursday,Feb,1,Male,Married,43,Policy Holder,Sedan - Liability,Sport,20000 to 29000,0,12903,8,400,3,more than 30,more than 30,more than 4,7 years,36 to 40,No,No,External,none,no change,1 vehicle,1996,Liability,2,4
11716,Feb,1,Wednesday,Honda,Rural,Thursday,Feb,1,Male,Married,67,Policy Holder,Sedan - All Perils,Sedan,less than 20000,0,12995,9,400,4,more than 30,more than 30,none,more than 7,over 65,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,2,4
11717,Jan,5,Tuesday,Pontiac,Urban,Thursday,Feb,1,Male,Single,37,Policy Holder,Sedan - All Perils,Sedan,20000 to 29000,0,13491,5,400,4,more than 30,more than 30,1,7 years,36 to 40,No,No,External,1 to 2,no change,1 vehicle,1996,All Perils,2,4
11718,Feb,1,Thursday,Honda,Urban,Thursday,Feb,1,Male,Single,27,Third Party,Sedan - Collision,Sedan,20000 to 29000,0,13500,14,400,1,more than 30,more than 30,1,7 years,31 to 35,No,No,External,more than 5,no change,1 vehicle,1996,Collision,2,4
11719,Dec,3,Saturday,Pontiac,Urban,Thursday,Feb,1,Male,Married,49,Policy Holder,Sedan - Liability,Sport,more than 69000,0,13632,16,400,4,more than 30,more than 30,1,more than 7,41 to 50,No,No,External,1 to 2,no change,1 vehicle,1996,Liability,2,4
